key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
USERGRID-273,Story,60,Closed,5 Cleanup test harness and create a more declarative test framework,Currently our test harnesses are a mess of spaghetti.  We need to decouple this mess and allow us to cleanly define the rules and requirements of our system.  I think we need to break it down into the following behaviors.h1. Test Execution Environmentsh2. Parallel ExecutionThis should be the default behavior.  All tests are assumed to be parallelh2. Serial ExecutionThis should be the exception and only used when parallel execution cannot be accomplished.  Tests in this classification should run in a method at a time with no concurrencyh1. External resourcesh2. Cassandra# Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh2. ElasticSearch # Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh1. LifecycleA test itself can have numerous lifecycle operations.  These should be set up as rules both class and instance and should NOT be done via inheritance of abstract tests.  This is the old Junit3 way of operating and needs removed.,8,3,2,2,0,David Johnson,Todd Nine,Todd Nine,5,0,5,4,4,0,0,0
USERGRID-320,Story,60,Closed,Add more meaningful query logic tests,The REST tests for logical operations in queries is sorely lacking.  We need more tests for union intersection and negation as well as proper query grammar,null,3,2,1,0,ryan bridges,ryan bridges,ryan bridges,4,0,0,0,0,0,0,0
USERGRID-313,Story,60,Closed,Convert ConnectionResourceTest/OwnershipResourceIT/Permissions to new Rest Framework,null,null,3,3,1,0,George Reyes,Shawn Feldman,Shawn Feldman,2,0,0,0,0,0,0,0
USERGRID-293,Story,60,Closed,Oversee release of 1.0.1,null,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,3,0,0,0,0,0,0,0
USERGRID-312,Story,60,Closed,Implement App Delete in Usergrid 2 codebase ,We need a way to delete an application from an organization.Should only work with an org-admin level auth token.When delete is executed we will- Add application to the deleted apps collection.- Delete the application entity from the management app collection.- Sometime later we will delete the application's collectionsLet's do this for 2.0 and 1.0.  It should be possible with EntityManager level APIs only.,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,4,0,0,0,0,0,0,0
USERGRID-310,Story,60,Closed,Update REST tests for Activities and Devices,null,null,3,1,1,0,Shawn Feldman,Rod Simpson,Rod Simpson,0,0,0,0,0,0,0,0
USERGRID-291,Improvement,60,Closed,Update Users Tests to work with new REST test framework,https://issues.apache.org/jira/browse/USERGRID-276,null,3,1,1,0,Shawn Feldman,George Reyes,George Reyes,0,0,0,0,0,0,0,0
USERGRID-254,Story,60,Closed,1 Add Event system to Collections module use it to clean up old indices,When the Core module EntityManager deletes or updates Entities in the Collections module the Query Index records for the old versions of that Entity need to be deleted.To enable this we added an eventing system to the Collections module so that callers can hook into entity create update and delete events.And we added event handlers to clean up the Query Index records for those events. See the new package in Collections module:   org.apache.usergrid.persistence.collection.eventAnd in Core:   org.apache.usergrid.corepersistence.events,null,3,2,1,0,David Johnson,David Johnson,Todd Nine,9,0,0,0,0,0,0,0
USERGRID-311,Story,60,Closed,Update remaining groups tests,null,null,3,1,1,0,Rod Simpson,Rod Simpson,Rod Simpson,0,0,0,0,0,0,0,0
USERGRID-304,Story,60,Closed,Fix Paging test using new REST test framework,Fix the issues centered around paging by fixing the existing rest paging tests. ,null,3,1,1,0,George Reyes,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-282,Story,60,Closed,Update Query Tests to work with new REST test framework,Update Query Tests to work with new REST test framework,null,3,1,1,0,ryan bridges,Todd Nine,Todd Nine,0,0,0,0,0,0,0,0
USERGRID-288,Improvement,60,Closed,Update GEO Tests to work with new REST test framework,Fix the Geo tests to bring them up to standard.,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,9,0,0,0,0,0,0,0
USERGRID-278,Story,60,Closed,Implement Organization methods in Management Class for REST tests,Implement Organization methods in Management Class for REST tests,null,3,3,1,0,George Reyes,Shawn Feldman,Shawn Feldman,3,0,0,0,0,0,0,0
USERGRID-335,Bug,61,Closed,Test Not Passing: CollectionsResourceIT,null,2,3,2,1,0,George Reyes,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-323,Story,61,Closed,Implement Windows phone push notifications,We have apple and google push notifications - need to and windows phone support.----portal is done,null,3,2,1,0,Shawn Feldman,Rod Simpson,Rod Simpson,1,0,0,0,0,0,0,0
USERGRID-279,Story,61,Closed,Update Browser Compatibility to work with new REST test framework,Update all role tests to use the new test framework,null,3,4,1,0,Rod Simpson,Todd Nine,Todd Nine,4,0,0,0,0,0,0,0
USERGRID-330,Bug,61,Closed,Fix GeoPagingTest cast issue,Test fails with casting issuejava.lang.ClassCastException: org.apache.usergrid.rest.test.resource2point0.model.Entity cannot be cast to java.util.LinkedHashMapat org.apache.usergrid.rest.applications.queries.GeoPagingTest.groupQueriesWithConsistentResults(GeoPagingTest.java:201)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)at org.apache.usergrid.rest.test.resource2point0.ClientSetup$1.evaluate(ClientSetup.java:65)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)at org.junit.rules.ExternalResource$1.evaluate(ExternalResource.java:48)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.run(ParentRunner.java:309)at org.junit.runner.JUnitCore.run(JUnitCore.java:160)at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:74)at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:211)at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:67)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at com.intellij.rt.execution.application.AppMain.main(AppMain.java:134)Might be fixed by one of the other pull requests but we would need to verify.,null,3,3,1,0,David Johnson,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-326,Bug,61,Closed,Fix PartialUpdateTest by integrating it with new REST test framework.,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-331,Bug,61,Closed,Fix AdminEmailEncodingIT by integrating it with new REST test framework,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,4,0,0,0,0,0,0,0
USERGRID-327,Bug,61,Closed,Fix DuplicateNameIT test by integrating it with new REST test framework,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-273,Story,61,Closed,5 Cleanup test harness and create a more declarative test framework,Currently our test harnesses are a mess of spaghetti.  We need to decouple this mess and allow us to cleanly define the rules and requirements of our system.  I think we need to break it down into the following behaviors.h1. Test Execution Environmentsh2. Parallel ExecutionThis should be the default behavior.  All tests are assumed to be parallelh2. Serial ExecutionThis should be the exception and only used when parallel execution cannot be accomplished.  Tests in this classification should run in a method at a time with no concurrencyh1. External resourcesh2. Cassandra# Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh2. ElasticSearch # Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh1. LifecycleA test itself can have numerous lifecycle operations.  These should be set up as rules both class and instance and should NOT be done via inheritance of abstract tests.  This is the old Junit3 way of operating and needs removed.,8,3,2,2,0,David Johnson,Todd Nine,Todd Nine,5,0,5,4,4,0,0,0
USERGRID-320,Story,61,Closed,Add more meaningful query logic tests,The REST tests for logical operations in queries is sorely lacking.  We need more tests for union intersection and negation as well as proper query grammar,null,3,2,1,0,ryan bridges,ryan bridges,ryan bridges,4,0,0,0,0,0,0,0
USERGRID-328,Bug,61,Closed,Fix ConnectionResourceTest by integrating with new REST test framework.,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,1,0,0,0,0,0,0,0
USERGRID-329,Bug,61,Closed,Fix RetrieveUsersTest by integrating it with new REST test framework,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-313,Story,61,Closed,Convert ConnectionResourceTest/OwnershipResourceIT/Permissions to new Rest Framework,null,null,3,3,1,0,George Reyes,Shawn Feldman,Shawn Feldman,2,0,0,0,0,0,0,0
USERGRID-293,Story,61,Closed,Oversee release of 1.0.1,null,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,3,0,0,0,0,0,0,0
USERGRID-312,Story,61,Closed,Implement App Delete in Usergrid 2 codebase ,We need a way to delete an application from an organization.Should only work with an org-admin level auth token.When delete is executed we will- Add application to the deleted apps collection.- Delete the application entity from the management app collection.- Sometime later we will delete the application's collectionsLet's do this for 2.0 and 1.0.  It should be possible with EntityManager level APIs only.,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,4,0,0,0,0,0,0,0
USERGRID-337,Bug,61,Closed,Fix GroupResourceIT,null,null,3,1,1,0,Rod Simpson,George Reyes,George Reyes,0,0,0,0,0,0,0,0
USERGRID-325,Bug,61,Closed,Fix NotificationIT Tests by integrating it with new REST test framework.,Fix NotificationsIT by integrating it with ,null,3,2,1,0,Rod Simpson,George Reyes,George Reyes,4,0,0,0,0,0,0,0
USERGRID-278,Story,61,Closed,Implement Organization methods in Management Class for REST tests,Implement Organization methods in Management Class for REST tests,null,3,3,1,0,George Reyes,Shawn Feldman,Shawn Feldman,3,0,0,0,0,0,0,0
USERGRID-285,Story,61,Closed,Implement Token methods in Management Class for REST tests,Implement Token methods in Management Class for REST tests,null,3,1,1,0,null,George Reyes,George Reyes,0,0,0,0,0,0,0,0
USERGRID-335,Bug,64,Closed,Test Not Passing: CollectionsResourceIT,null,2,3,2,1,0,George Reyes,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-323,Story,64,Closed,Implement Windows phone push notifications,We have apple and google push notifications - need to and windows phone support.----portal is done,null,3,2,1,0,Shawn Feldman,Rod Simpson,Rod Simpson,1,0,0,0,0,0,0,0
USERGRID-279,Story,64,Closed,Update Browser Compatibility to work with new REST test framework,Update all role tests to use the new test framework,null,3,4,1,0,Rod Simpson,Todd Nine,Todd Nine,4,0,0,0,0,0,0,0
USERGRID-330,Bug,64,Closed,Fix GeoPagingTest cast issue,Test fails with casting issuejava.lang.ClassCastException: org.apache.usergrid.rest.test.resource2point0.model.Entity cannot be cast to java.util.LinkedHashMapat org.apache.usergrid.rest.applications.queries.GeoPagingTest.groupQueriesWithConsistentResults(GeoPagingTest.java:201)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)at org.apache.usergrid.rest.test.resource2point0.ClientSetup$1.evaluate(ClientSetup.java:65)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)at org.junit.rules.ExternalResource$1.evaluate(ExternalResource.java:48)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.run(ParentRunner.java:309)at org.junit.runner.JUnitCore.run(JUnitCore.java:160)at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:74)at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:211)at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:67)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at com.intellij.rt.execution.application.AppMain.main(AppMain.java:134)Might be fixed by one of the other pull requests but we would need to verify.,null,3,3,1,0,David Johnson,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-326,Bug,64,Closed,Fix PartialUpdateTest by integrating it with new REST test framework.,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-331,Bug,64,Closed,Fix AdminEmailEncodingIT by integrating it with new REST test framework,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,4,0,0,0,0,0,0,0
USERGRID-327,Bug,64,Closed,Fix DuplicateNameIT test by integrating it with new REST test framework,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-273,Story,64,Closed,5 Cleanup test harness and create a more declarative test framework,Currently our test harnesses are a mess of spaghetti.  We need to decouple this mess and allow us to cleanly define the rules and requirements of our system.  I think we need to break it down into the following behaviors.h1. Test Execution Environmentsh2. Parallel ExecutionThis should be the default behavior.  All tests are assumed to be parallelh2. Serial ExecutionThis should be the exception and only used when parallel execution cannot be accomplished.  Tests in this classification should run in a method at a time with no concurrencyh1. External resourcesh2. Cassandra# Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh2. ElasticSearch # Configure the runtime# Pre invocation hook## Create default implementation of truncating column families.  This should be manually added and not execute by default.# Post invocation hookh1. LifecycleA test itself can have numerous lifecycle operations.  These should be set up as rules both class and instance and should NOT be done via inheritance of abstract tests.  This is the old Junit3 way of operating and needs removed.,8,3,2,2,0,David Johnson,Todd Nine,Todd Nine,5,0,5,4,4,0,0,0
USERGRID-320,Story,64,Closed,Add more meaningful query logic tests,The REST tests for logical operations in queries is sorely lacking.  We need more tests for union intersection and negation as well as proper query grammar,null,3,2,1,0,ryan bridges,ryan bridges,ryan bridges,4,0,0,0,0,0,0,0
USERGRID-360,Story,64,Closed,Fix ImportIT REST tests,null,2,3,2,1,0,George Reyes,Rod Simpson,Rod Simpson,1,0,1,1,1,0,0,0
USERGRID-328,Bug,64,Closed,Fix ConnectionResourceTest by integrating with new REST test framework.,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,1,0,0,0,0,0,0,0
USERGRID-329,Bug,64,Closed,Fix RetrieveUsersTest by integrating it with new REST test framework,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-313,Story,64,Closed,Convert ConnectionResourceTest/OwnershipResourceIT/Permissions to new Rest Framework,null,null,3,3,1,0,George Reyes,Shawn Feldman,Shawn Feldman,2,0,0,0,0,0,0,0
USERGRID-293,Story,64,Closed,Oversee release of 1.0.1,null,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,3,0,0,0,0,0,0,0
USERGRID-312,Story,64,Closed,Implement App Delete in Usergrid 2 codebase ,We need a way to delete an application from an organization.Should only work with an org-admin level auth token.When delete is executed we will- Add application to the deleted apps collection.- Delete the application entity from the management app collection.- Sometime later we will delete the application's collectionsLet's do this for 2.0 and 1.0.  It should be possible with EntityManager level APIs only.,null,3,3,2,0,David Johnson,Rod Simpson,Rod Simpson,4,0,0,0,0,0,0,0
USERGRID-337,Bug,64,Closed,Fix GroupResourceIT,null,null,3,1,1,0,Rod Simpson,George Reyes,George Reyes,0,0,0,0,0,0,0,0
USERGRID-325,Bug,64,Closed,Fix NotificationIT Tests by integrating it with new REST test framework.,Fix NotificationsIT by integrating it with ,null,3,2,1,0,Rod Simpson,George Reyes,George Reyes,4,0,0,0,0,0,0,0
USERGRID-289,Story,64,Closed,Implement delete app,Need to implement delete app.  This first pass won't actually clean up the data it will just delete the app entity so the data can no longer be accessed.,null,3,1,1,0,null,Rod Simpson,Rod Simpson,0,0,0,0,0,0,0,0
USERGRID-359,Story,64,Open,[SPIKE] Perform profiling of the Entity Manager and Relation Manager,null,null,4,1,0,0,null,Todd Nine,Todd Nine,1,0,0,0,0,0,0,0
USERGRID-361,Story,64,Closed,Create REST test for app delete,null,2,3,2,1,0,David Johnson,Rod Simpson,Rod Simpson,1,0,0,0,0,0,0,0
USERGRID-367,Story,70,Open,Refactor entity writes to run concurrently,We need to implement our operations concurrently to increase our throughput.  We need to execute the following operations in parallel.Entity WriteGraph Edge WriteEntity Indexing (still async)We have lazy repair on all reads if the system were to get out of sync.  Since we do not have a transactional store we can utilize this read repair to increase write throughput.  In the event a transaction fails we attempt to roll back. If the roll back fails it will be repaired the next time a stale entry is read.,null,3,1,0,0,null,Todd Nine,Todd Nine,0,0,1,1,1,0,0,0
USERGRID-193,Bug,70,Closed,SaveCollectionMembers in Export does not correctly export all entity data,The saveConnections() and saveDictionaries() methods are called at the end of SaveCollectionMembers() in file ExportServiceImpl.java  but if collection for an entity was null then it would just return and not export the connections and dictionaries for that particular entity thus calling these functions in the start of the method ensures that all connections and dictionaries are always exported.,3,4,3,0,0,David Johnson,Pooja Jain,Pooja Jain,4,0,0,0,0,0,0,0
USERGRID-335,Bug,70,Closed,Test Not Passing: CollectionsResourceIT,null,2,3,2,1,0,George Reyes,George Reyes,George Reyes,2,0,0,0,0,0,0,0
USERGRID-371,Technical task,70,Closed,Ensure that all services that use amazon keys are using the same identifier for those amazon keys.,Currently the way notifications looks for access and secret keys is different from the way that export and import services look for keys. This needs to be changed so that we all look for the same name of the keys.,3,3,1,1,0,George Reyes,George Reyes,George Reyes,5,0,0,0,0,0,0,0
USERGRID-323,Story,70,Closed,Implement Windows phone push notifications,We have apple and google push notifications - need to and windows phone support.----portal is done,null,3,2,1,0,Shawn Feldman,Rod Simpson,Rod Simpson,1,0,0,0,0,0,0,0
USERGRID-279,Story,70,Closed,Update Browser Compatibility to work with new REST test framework,Update all role tests to use the new test framework,null,3,4,1,0,Rod Simpson,Todd Nine,Todd Nine,4,0,0,0,0,0,0,0
USERGRID-294,Story,70,Closed,move cleanup to before tests run in stack,move cleanup to before tests run in stack,5,3,2,2,0,Todd Nine,David Johnson,David Johnson,1,0,1,1,1,0,0,0
USERGRID-330,Bug,70,Closed,Fix GeoPagingTest cast issue,Test fails with casting issuejava.lang.ClassCastException: org.apache.usergrid.rest.test.resource2point0.model.Entity cannot be cast to java.util.LinkedHashMapat org.apache.usergrid.rest.applications.queries.GeoPagingTest.groupQueriesWithConsistentResults(GeoPagingTest.java:201)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)at org.apache.usergrid.rest.test.resource2point0.ClientSetup$1.evaluate(ClientSetup.java:65)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)at org.junit.rules.ExternalResource$1.evaluate(ExternalResource.java:48)at org.junit.rules.RunRules.evaluate(RunRules.java:20)at org.junit.runners.ParentRunner.run(ParentRunner.java:309)at org.junit.runner.JUnitCore.run(JUnitCore.java:160)at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:74)at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:211)at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:67)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at com.intellij.rt.execution.application.AppMain.main(AppMain.java:134)Might be fixed by one of the other pull requests but we would need to verify.,null,3,3,1,0,David Johnson,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-326,Bug,70,Closed,Fix PartialUpdateTest by integrating it with new REST test framework.,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,3,0,0,0,0,0,0,0
USERGRID-331,Bug,70,Closed,Fix AdminEmailEncodingIT by integrating it with new REST test framework,null,null,3,3,1,0,ryan bridges,George Reyes,George Reyes,4,0,0,0,0,0,0,0
USERGRID-327,Bug,70,Closed,Fix DuplicateNameIT test by integrating it with new REST test framework,null,null,3,2,1,0,ryan bridges,George Reyes,George Reyes,2,0,0,0,0,0,0,0
