key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
AURORA-406,Story,7,Resolved,SLA stats should not be in internal TSDB,The recently-added SLA stats are registered as regular gauges which go into the in-memory TSDB.  Since we track SLA stats per job this causes too much heap consumption for large job counts.This can be fixed trivially by exporting stats through StatsProvider#untracked().  This will cause values to show on /vars and /vars.json but not be tracked in the TSDB.,null,2,2,1,0,Maxim Khutornenko,Bill Farner,Bill Farner,1,0,0,0,0,0,0,0
AURORA-378,Task,7,Resolved,Add config grouping visualisation to job page,As a user I'd like to be able to quickly visualise any differences in my job configurations across multiple instances. This could help me identify canaries or other special instances as well as serving as a progress bar during job updates.,null,3,3,1,0,David McLaughlin,David McLaughlin,David McLaughlin,3,0,0,0,0,0,0,0
AURORA-350,Story,11,Resolved,Parallelize updates to speed up deploys,"The way aurora deploy works inherently contributes to depressed deploy speeds.Aurora deploy like cap/TCU uses the ""batch"" model. You have 100 things you loop in a batch of N at a time. You restart N things all at once those N things come back online all at once (cold) you wait for the all of them to become available and repeat.Disadvantages:- you can proceed no faster than the slowest guy in the batch. If one instance is ""stuck"" or slow the whole deploy slows down.- The speed at which your deploy is bounded by your success rate which is bounded by the number of instances currently online but serving below par due to warmup (because computers). The batch methodology maximizes this effect because the restarted shards tend to come back online all at the same time.Let's say a full cycle of shutdown reschedule restart wait-for-online-and-good takes 2 minutes but the ""bad time"" is only 15 seconds. If we do these 8 at a time we have a period where 8 boxes are bad for 15 seconds. That's a big success rate spike. What if we were able to 8 of these in parallel such that only one of them is bad at any given moment. It's the same speed (all other things being equal) but the impact is much less. We could leverage that to make the deploy go even faster.It's easy to see that we could speed deploys up by 2x or more by using an algorithm which minimizes the number of instances starting at any given time but still proceeds quickly in parallel.Aurora should be rewritten to use a thread-based deploy model. You have 100 things and N threads. The main thread dispatches (in a blocking fashion if no threads are ready) restart tasks to each thread in a user-set rate-limited fashion (e.g. no more than one per 15 seconds) which is defined by your per instance warmup time (the time an instance is listening/serving but slow). Each thread then restarts one instance waits it to come back healthy and reports done/failure/etc. Continue until the list is exhausted.This way you have a steady stream of single instances coming online with no clumping of restarts and if any one gets hung up or slow it doesn't significantly impact the speed of the deploy (you can ""overprovision"" the number of threads). You can also retain most of the current deploy semantics around failure counts retry intervals etc.",null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,2,0,1,1,1,0,0,0
AURORA-149,Story,11,Resolved,python code should have a checkstyle run as part of the build,null,null,3,4,1,0,Brian Wickman,Jake Farrell,Jake Farrell,4,0,0,0,0,0,0,0
AURORA-421,Task,11,Resolved,H2-backed implementation of QuotaStore,null,null,3,1,1,0,Bill Farner,Bill Farner,Bill Farner,1,0,0,0,0,0,0,0
AURORA-433,Task,11,Resolved,Write a design doc describing the aurora shorthands and init files.,null,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-408,Task,11,Resolved,"Update client ""job"" commands to remove cron-related behavior.",null,null,3,3,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,13,0,1,1,1,0,0,0
AURORA-496,Task,11,Resolved,Modify config binding helper registration in clientv2,Config binding helpers (components that add macros to the pystachioconfig language) were registered in a way that used self-construction. In practice binding helpers need initialization that comes from command-line parameters. With the implicit construction method we can't provide construction parameters to the helpers.We need to switches to an explicit construction/registration insteadof auto-construction when the class is registered. (Interestingly thisis the way that the documentation on the binding helpers code says thatit works!)Instead of writing:         FooHelper.register()We should write:        BindingHelper.register(FooHelper())Which makes it possible to do:       BindingHelper.register(FooHelper(url=bar)),null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-335,Task,11,Resolved,H2-backed implementation of LockStore,null,null,3,3,1,0,David McLaughlin,Bill Farner,Bill Farner,3,0,0,0,0,0,0,0
AURORA-342,Story,11,Resolved,Remove the non-HTTP thrift port,We don't gain much by serving thrift over two protocols.  HTTP satisfies more use cases so i suggest we allow that to win.,null,4,1,1,0,Bill Farner,Bill Farner,Bill Farner,1,0,0,0,0,0,0,0
AURORA-417,Task,11,Resolved,Add API calls needed for new client cron commands,For the aurora client we're separating the client commands to run and kill a job from the client commands to enter and remove a job from the cron schedule. To support this we need to be able to send a request to the scheduler to enter jobs in the cron schedule without running them.,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,1,1,1,0,0,0
AURORA-438,Story,11,Resolved,Turn on JSHint check during build,Force JSHint failures to break the build. Requires making all existing JS pass the JSHint task currently in Gradle. ,null,3,1,1,0,David McLaughlin,David McLaughlin,David McLaughlin,1,0,0,0,0,0,0,0
AURORA-442,Bug,11,Resolved,Admin SLA commands should be resilient to task queries producing no result,The getTasksStatus RPC results in INVALID_REQUEST when the provided query does not generate any match. Changing the RPC to return an empty result would not make much sense as it would make client logic more complicated elsewhere. The admin sla commands should ignore the error case and produce empty output instead.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-479,Task,11,Resolved,Drop restart_threshold > watch_secs validation in UpdateConfig,"The ""restart_threshold > watch_secs"" validation introduced as a part of AURORA-404 is not necessary. While having an elevated restart_threshold value for a larger service is logical having it tied to watch_secs is not. A counter example could be a CPU-demanding service that takes just a few seconds to become healthy (low watch_secs) but takes long(er) to get scheduled (restart_threshold).",null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-407,Task,11,Resolved,"Implement clientv2 ""cron"" noun.",null,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,2,2,2,0,0,0
AURORA-449,Story,11,Resolved,Upgrade to Bootstrap 3,null,null,3,2,1,0,Suman Karumuri,Chris Lambert,Chris Lambert,1,0,0,0,0,0,0,0
AURORA-425,Task,11,Resolved,Merge Active and completed tasks on job page into a single table,"Merge active and completed tasks on job page into a single table. Put the table in a tabbed panel with the following tabs ""All"" ""Active"" and ""Completed"".  Selecting all should show all tasks active should show active tasks and completed should show completed tasks. Default selected tab should be ""Active"".",null,3,2,1,0,Suman Karumuri,Suman Karumuri,Suman Karumuri,3,0,0,0,0,0,0,0
AURORA-390,Task,11,Resolved,UI should be able to query any scheduler backend,"Currently we test the scheduler UI with the test data generated from the IsolatedSchedulerModule. While this is useful for basic testing the data generated is of poor quality and is leading to many bugs that are discovered late. It would be awesome if the UI on my laptop can query any scheduler backend. For example if the UI can query a test or a staging environment we can test the UI with real data without an elaborate setup process. Further it would simplify debugging prod issues and this will also take us closer to making the UI a separate self hosted service to run e2e tests. Currently the UI on the scheduler can only query the scheduler which is hosting the UI because the /api end point doesn't allow CORS calls. If we want to enable this we have 2 options: a) Enable CORS support on /api end point by adding "" Access-Control-Allow-Origin: *"" header.b) Make a JSON-P call from the UI front end to the backend. Since we make the Ajax calls to the backend using thrift library we need to bypass the ajax stuff in the thrift library by writing our own wrapper around the thrift library to make the calls using JSON-P. (like the angular-thrift library[1]).Since any script can already query the JSON end point and since it less risky and simple change I am leaning towards a).[~wfarner][~davmclau] and [~kevints] Please weigh in.[1] https://github.com/massaroni/angular-thrift",null,3,3,1,0,Suman Karumuri,Suman Karumuri,Suman Karumuri,11,0,0,0,0,0,0,0
AURORA-447,Bug,11,Resolved,Cron changes broke python thrift test,src/test/python/apache/aurora/config/test_thrift.py F.........=================================== FAILURES ===================================______________________________ test_simple_config ______________________________    def test_simple_config():      job = convert_pystachio_to_thrift(HELLO_WORLD)      assert job.instanceCount == 1      tti = job.taskConfig      assert job.key == JobKey(        role=HELLO_WORLD.role().get()        environment=HELLO_WORLD.environment().get()        name=HELLO_WORLD.name().get())      assert job.owner == Identity(role=HELLO_WORLD.role().get() user=getpass.getuser())>     assert job.cronSchedule == ''E     assert None == ''E      +  where None = JobConfiguration(instanceCount=1 cronSchedule=None cronCollisionPolicy=0 ke...01 constraints=set([])) owner=Identity(role=u'john_doe' user='mchucarroll')).cronSchedulesrc/test/python/apache/aurora/config/test_thrift.py:56: AssertionError====================== 1 failed 9 passed in 1.55 seconds ======================,null,3,3,1,0,Kevin Sweeney,Mark Chu-Carroll,Mark Chu-Carroll,2,0,0,0,0,0,0,0
AURORA-446,Task,11,Resolved,Remove --groups_per_batch option from the perform_maintenace_hosts,This option is not useful and will interfere with the upcoming SLA enhancements.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-441,Task,11,Resolved,Add grouping option into admin SLA commands,Admin SLA commands would benefit from a --grouping option similar to host maintenance commands. This would allow arbitrary (more than 1 host) downtime simulations.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-452,Bug,11,Resolved,End-to-end tests fail on release distributions,Vagrant-based tests currently assume that /vagrant is a git repository and try to do things like clone it.  In a release distribution /vagrant is just a snapshot of our repository.,null,1,1,1,0,Bill Farner,Bill Farner,Bill Farner,1,0,0,0,0,0,0,0
AURORA-484,Task,11,Resolved,"Add a ""developing aurora client"" document.",null,null,3,2,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,1,0,0,0,0,0
AURORA-31,Story,11,Resolved,Support an authentication mechanism for client-scheduler communication,Aurora has the plumbing for authenticated requests but no system is currently implemented.,null,3,2,1,0,null,Kevin Sweeney,Kevin Sweeney,0,0,2,0,0,0,0,0
AURORA-520,Task,13,Resolved,"Update ""aurora job diff""","Users complain because the ""aurora job diff"" command doesn't work the way they'd like it to. In its current form it's got two major problems.(1) It reports spurious differences between running jobs and local configurations due to automatically filled fields that shouldn't be part of the comparison. For example a job config specifies who created using an Identity record which has two fields: the rolename running the job and the username of the person who ran the command. For comparing live jobs against local configs that's irrelevant.(2) The diffs are very hard to read. Diffs are generated by downloading the running task configs for a job and writing them to the disk in json; then uploading the local config getting *it* converted to thrift and writing that to the disk in json and then running the Unix diff command on the two json files.Unix diff isn't the most pleasant thing to read under the best of circumstances. But making matters worse the entire json format of the files being diffed is unfamiliar to users! So they're looking at a hard-to-read diff syntax ranging over an unfamiliar data syntax.To fix this I'd like to replace the use of Unix diff. The json records for the configs are semantically just trees. Writing a comparison function that compares corresponding trees is pretty easy and can generate *much* better diffs. An example of the diff to be generated by this code would be something like the following - assuming that the local config increases the number of instances from 2 to 3 and the CPU request from 2 to 4:{noformat}Local config has a different number of tasks: 3 local vs 2 runningTask diffs found in instance 1:    Field 'numCpus' is '4' local but '2' remote2 total diff(s) found{noformat}",null,3,1,0,0,null,Mark Chu-Carroll,Mark Chu-Carroll,1,0,1,0,0,0,0,0
AURORA-571,Bug,15,Resolved,Admin maintenance fails SLA check when no prod tasks on host,Return value of _check_sla() is not initialized when no eligible tasks are found on host (e.g. non-prod/low instance count).,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-94,Task,15,Resolved,Refactor/remove SchedulerCore in favor of StateManager,SchedulerCore does not seem to provide much value and serves as a thin proxy primarily between SchedulerThriftInterface and StateManager.,null,4,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,3,0,0,0,0,0,0,0
AURORA-544,Task,15,Resolved,Add an option to allow users to specify log levels in client,null,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-545,Task,15,Resolved,Add a flag to allow users to prevent blocking of unknown exceptions in client,null,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-350,Story,15,Resolved,Parallelize updates to speed up deploys,"The way aurora deploy works inherently contributes to depressed deploy speeds.Aurora deploy like cap/TCU uses the ""batch"" model. You have 100 things you loop in a batch of N at a time. You restart N things all at once those N things come back online all at once (cold) you wait for the all of them to become available and repeat.Disadvantages:- you can proceed no faster than the slowest guy in the batch. If one instance is ""stuck"" or slow the whole deploy slows down.- The speed at which your deploy is bounded by your success rate which is bounded by the number of instances currently online but serving below par due to warmup (because computers). The batch methodology maximizes this effect because the restarted shards tend to come back online all at the same time.Let's say a full cycle of shutdown reschedule restart wait-for-online-and-good takes 2 minutes but the ""bad time"" is only 15 seconds. If we do these 8 at a time we have a period where 8 boxes are bad for 15 seconds. That's a big success rate spike. What if we were able to 8 of these in parallel such that only one of them is bad at any given moment. It's the same speed (all other things being equal) but the impact is much less. We could leverage that to make the deploy go even faster.It's easy to see that we could speed deploys up by 2x or more by using an algorithm which minimizes the number of instances starting at any given time but still proceeds quickly in parallel.Aurora should be rewritten to use a thread-based deploy model. You have 100 things and N threads. The main thread dispatches (in a blocking fashion if no threads are ready) restart tasks to each thread in a user-set rate-limited fashion (e.g. no more than one per 15 seconds) which is defined by your per instance warmup time (the time an instance is listening/serving but slow). Each thread then restarts one instance waits it to come back healthy and reports done/failure/etc. Continue until the list is exhausted.This way you have a steady stream of single instances coming online with no clumping of restarts and if any one gets hung up or slow it doesn't significantly impact the speed of the deploy (you can ""overprovision"" the number of threads). You can also retain most of the current deploy semantics around failure counts retry intervals etc.",null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,2,0,1,1,1,0,0,0
AURORA-377,Bug,15,Resolved,No Veto reason is exposed for a task stuck in PENDING due to host constraints,Tasks stuck in PENDING state due to unsatisfied host constraint don't have the reason set in TaskEvent.message. This makes the troubleshooting harder as neither UI nor aurora status can give any clues:{noformat}INFO] role: mesos env: test name: monitoring shard: 147 status: PENDING on Nonecpus: 0.5 ram: 512 MB disk: 3072 MBfailure count: 0 (max 1)events: 2014-05-02 09:05:43 PENDING: Nonemetadata:package: mesos/monitoring v14{noformat},null,3,3,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,3,1,1,0,0,0,0,0
AURORA-553,Task,15,Resolved,Switch to getTasksWithoutConfig RPC on the client where applicable,Client commands/APIs that don't require TaskConfig data should be switched from getTasksConfig to getTasksWithoutConfig RPC for better perf.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-149,Story,15,Resolved,python code should have a checkstyle run as part of the build,null,null,3,4,1,0,Brian Wickman,Jake Farrell,Jake Farrell,4,0,0,0,0,0,0,0
AURORA-421,Task,15,Resolved,H2-backed implementation of QuotaStore,null,null,3,1,1,0,Bill Farner,Bill Farner,Bill Farner,1,0,0,0,0,0,0,0
AURORA-433,Task,15,Resolved,Write a design doc describing the aurora shorthands and init files.,null,null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-408,Task,15,Resolved,"Update client ""job"" commands to remove cron-related behavior.",null,null,3,3,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,13,0,1,1,1,0,0,0
AURORA-496,Task,15,Resolved,Modify config binding helper registration in clientv2,Config binding helpers (components that add macros to the pystachioconfig language) were registered in a way that used self-construction. In practice binding helpers need initialization that comes from command-line parameters. With the implicit construction method we can't provide construction parameters to the helpers.We need to switches to an explicit construction/registration insteadof auto-construction when the class is registered. (Interestingly thisis the way that the documentation on the binding helpers code says thatit works!)Instead of writing:         FooHelper.register()We should write:        BindingHelper.register(FooHelper())Which makes it possible to do:       BindingHelper.register(FooHelper(url=bar)),null,3,1,1,0,Mark Chu-Carroll,Mark Chu-Carroll,Mark Chu-Carroll,1,0,0,0,0,0,0,0
AURORA-318,Story,15,Resolved,Improve documentation and unit testing for Host Maintenance API,There is little documentation to explain the host maintenance API as well as little test coverage. This should be improved to help facilitate usage as well as future improvements.,null,4,2,1,0,Joe Smith,Joe Smith,Joe Smith,3,0,0,0,0,0,0,0
AURORA-473,Story,15,Resolved,V2 client lacks informative output when updating,This is visible in the end-to-end tests where the v1 client displays job update progress:{noformat}+ vagrant ssh -c 'aurora update devcluster/vagrant/test/http_example /vagrant/src/test/sh/org/apache/aurora/e2e/http/http_example_updated.aurora' INFO] Updating job: http_example INFO] Starting job update. INFO] Examining instances: [0] INFO] Killing instances: [0] INFO] Instances killed INFO] Adding instances: [0] INFO] Instances added INFO] Watching instances: [0] INFO] Detected RUNNING instance 0{noformat}The v2 client lacks this:{noformat}+ vagrant ssh -c 'aurora2 job update devcluster/vagrant/test/http_example /vagrant/src/test/sh/org/apache/aurora/e2e/http/http_example_updated.aurora'Warning: this update is a large change. Press ^C within 5 seconds to abort++ vagrant ssh -c 'aurora2 task run devcluster/vagrant/test/http_example '\''pwd'\'''{noformat},null,3,2,1,0,Mark Chu-Carroll,Bill Farner,Bill Farner,6,0,0,0,0,0,0,0
AURORA-502,Bug,15,Resolved,Aurora2 binary needs to reference admin commands,The aurora2 binary is missing admin commands that have to be otherwise imported from the client v1 lib thus resulting in a version conflict.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-497,Bug,15,Resolved,Client V2 does not suppress unhandled error stack trace,While testing client v2 I noticed that a KeyboardInterrupt results in a unsuppressed stack trace. The CommandLine should implement logic similar to twitter.common.app: https://github.com/twitter/commons/blob/master/src/python/twitter/common/app/application.py#L735-L753,null,3,2,1,0,Mark Chu-Carroll,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-428,Task,15,Resolved,Allow project override in list-missing-shipits script,null,null,4,1,1,0,David McLaughlin,Dominic Hamon,Dominic Hamon,1,0,0,0,0,0,0,0
AURORA-445,Task,15,Resolved,Admin perform_maintenance_hosts to check job SLA before draining,The perform_maintenance_hosts needs to support hardcoded SLA values with a possibility of an override. The override must require a ΓÇ£sudoΓÇ¥ message explaining the override reason.,null,3,1,1,0,Maxim Khutornenko,Maxim Khutornenko,Maxim Khutornenko,1,0,0,0,0,0,0,0
AURORA-437,Bug,15,Resolved,aurora clientv2 help is malformed,"Seem to be doing '\n'.join(string) instead of '\n'.join(list of strings) somewhere:{noformat}$ aurora-beta help job statusUsage for verb ""job status"":  s  t  a  t  u  s     [  -  -  w  r  i  t  e  -  j  s  o  n  ]     v  a  l  u  eOptions:  --write-json  Generate command output in JSON format  jobspec=value    --aurora_cluster_config=value  Cluster config file  --no-no_socks_always_proxy  Always create a proxy if no proxies are supplied.  Proxies via --tunnel_host.  --socks_proxy=PROXY_ADDR  Attempt to proxy all connections through the socks proxy at PROXY_ADDR  --socks_resolve=['local' 'remote']  LOCATION to perform DNS resolution where LOCATION is one of ['local' 'remote']  --tunnel_host=str  Host to tunnel commands through (default: %(default))Get status information about a scheduled job or group of jobs.The jobspec parameter can omit parts of the jobkey or use shell-style globs.{noformat}",null,3,1,1,0,Mark Chu-Carroll,Brian Wickman,Brian Wickman,0,0,1,0,0,0,0,0
