key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
XD-63,Story,4,Done,Document tuple data structure on XD wiki,null,2,4,1,1,0,null,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-27,Story,4,Done,Gemfire CQ module for ingestion,null,1,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-55,Story,4,Done,SI ServiceActivator for an XD Metrics backed Field Value Counter,A Spring Integration based @ServiceActivator that counts the occurrence of field names from either a tuple data structure or a POJO using the Spring XD metrics support.,3,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-36,Story,4,Done,SI Outbound HDFS Channel Adapter,null,3,3,3,1,0,Mark Fisher,Mark Pollack,Mark Pollack,3,0,0,0,0,0,0,0
XD-61,Story,4,Done,Create distributable artifact that contains server application and start/stop scripts,The gradle application task should get us most of the way to create a distributable artifact akin to what you see when downloading tomcat/jetty etc.Now there is a launch tasktask(launch dependsOn: 'classes' type: JavaExec) {main = 'org.springframework.xd.dirt.stream.StreamServer'classpath = sourceSets.test.runtimeClasspath}The same main should be referenced in the application plugin a task to create a .zip distributable is needed.Ideally would be nice to 1. download .zip2. unzip3. cd spring-xd/bin4. xdserver startand gracefully shutdown later with 5. xdserver stopI don't know if we can/should bundle redis I think we should bundle it.The scripts can be for unix/linux and for windows.  Discuss a brew based install as well.,8,4,2,1,0,Winston Koh,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-31,Story,4,Done,Create field-value counters,A field-value counter is useful for bar chart graphs Strings on x-axis and count on y-axis.  Maps well to zset in redis. Implementations for in-memory and redis.,5,3,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-67,Story,4,Done,Submit a brew-based install for Spring XD,- Host the Spring XD distributable zip somewhere that is accessible by external http request.- Create brew formula for Spring XD install while specifying redis as dependency. - starting up stream server upon successful brew installcouple of questions:- sh,8,4,3,1,0,Winston Koh,Winston Koh,Winston Koh,5,0,0,0,0,0,0,0
XD-65,Story,4,Done,Gemfire Sink to update a gemfire cache.,Update a gemfire region.,2,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,1,0,0,0,0,0
XD-56,Story,4,Done,Switch to use Lettuce driver for Redis,Replace the use of Jedis with Lettuce as it has higher performance,2,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,1,0,0,0,0,0
XD-70,Story,4,Done,Create general structure for AsciiDoc based wiki and Spring XD guide.,Adopt Asciidoc as the markdown syntax useful for generating pdf and more feature rich than standard github flavored markdown.  Loosely following the conventions of https://community.jboss.org/wiki/TheHolyGrailAsciiDocOnGitHubToDocBookTrain that have generate docbook/pdf docs from the Asciidoc wiki.The asciidoctor project is a key element in the adoption of AsciiDoc for use as the format in github it is the rendering engine used by github for AsciiDoc.  See http://asciidoctor.org/docs/asciidoc-writers-guide/ for guidance.,2,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-101,Technical task,5,Done,Add gradle tasks that build and bundle the redis server,null,2,4,2,1,0,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,4,0,0,0,0,0,0,0
XD-114,Technical task,5,Done,Add install script for Redis,This assumes the redis source tar is available under $rootDir/redis/redis-2.6.13.tar.gzThe install script does the following:- Check the platform OS & arch- unzip the tar compile the sources,2,4,2,1,0,Winston Koh,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,1,0,0,0,0,0,0,0
XD-72,Story,5,Done,Provide a http source,stream should be able to ingest data from http ,5,4,2,1,0,Mark Fisher,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-78,Story,5,Done,"Documentation for ""http | file"" processing",Put on the guide as a section in an 'input sources' wiki page.https://github.com/springsource/spring-xd/wiki/GuideGettingStarted,1,4,1,1,0,null,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-80,Story,5,Done,"Documentation for ""http | hdfs"" processing",Put on the guide as a section in an 'input-stream' wiki page.,1,4,1,1,0,Luke Taylor,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-74,Story,5,Done,Create XD module for tail file adapter,null,1,4,2,1,0,Gary Russell,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-84,Story,5,Done,"Documentation for ""http | gemfire"" processing",Put on the guide as a section in an 'input-stream' wiki page.,3,4,2,1,0,David Turanski,Mark Pollack,Mark Pollack,4,0,0,0,0,0,0,0
XD-82,Story,5,Done,"Documentation for ""tail | file"" processing",Put on the guide as a section in an 'input-stream' wiki page.,3,4,2,1,0,null,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-85,Story,5,Done,"Documentation for ""gemfirecq | file"" processing",Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-86,Story,5,Done,"Documentation for ""twittersearch | file"" processing",Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,Thomas Risberg,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-91,Story,5,Done,Documentation for field value taps,Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-79,Story,5,Done,End user guide for data streams,Put on the guide as a section in an 'streams' wiki page.End user focused no need to mention spring underpinning impl details.,5,4,1,1,0,Luke Taylor,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-88,Story,5,Done,Documentation for counter taps,Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-76,Story,5,Done,Add gemfire-server application to the distribution zip of the project spring-xd-gemfire-server,null,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-59,Story,5,Done,Tuple should support storing nested tuples,Nested tuple structures shoudl be supported  getTuple(int index) getTuple(String name),1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-99,Story,5,Done,Sonar build is failing,https://build.springsource.org/browse/XD-SONAR-34Caused by: java.lang.ClassNotFoundException: org.sonar.api.Plugin        at org.codehaus.plexus.classworlds.strategy.SelfFirstStrategy.loadClass(SelfFirstStrategy.java:50)        at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:244)        at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:230)        ... 94 more,1,4,2,1,0,Gunnar Hillert,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-98,Story,5,Done,Documentation on the module system and how to contribute new modules,For people who are familiar with Spring/Spring Integration provide documents that show how to add additional input sources/sinks.,3,4,2,1,0,David Turanski,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-102,Story,5,Done,Create XDContainer class to start stream server,Provide optional command line arg to embed the container launcher aka - xd-admin server. XDContainer.sh --embeddAdmin,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-103,Story,5,Done,Create XDAdmin server to start container launcher,This will launch the RedisContainerLauncher in future will be able to select from a variety of middleware options.,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-104,Story,5,Done,Add README to be included in root directory of distribution,should explain basic layout of the distribution,1,4,2,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-105,Story,5,Done,Add LICENSE to be included in root directory of distribution,should contain apache licence,1,4,2,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-108,Story,5,Done,Build script should not package 'spring-xd-dirt' scripts ,We are packaging separate scripts to start XDAdmin and XDContainer.  The Gradle application plugin will generate an unwanted 'spring-xd-dirt' scripts this should be removed from the bin directory when creating a distribution zip.,1,4,2,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-109,Story,5,Done,Documentation for starting Spring XD servers,null,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-111,Story,5,Done,Create final distribution zip across multiple projects,The final directory structure should look like<install-dir>/xd<install-dir>/redis<install-dir>/gemfireinside the XD directory /xd/bin - which has xd-container and xd-admin scripts/xd/libinside the gemfire directory/gemfire/bin - has the gemfire-server script/gemfire/lib inside the redis directory is /redis/redis-latest-v.x.y.z.tar/redis/README/readis/install-redis  - script that does the basic 4 commands to install redis.There should be a gradle task that runs after the distZip task that will take the contents of different project directories script diretories and 'redis-binary' directories and creates the final layout for the distribution.,5,4,3,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,6,0,0,0,0,0,0,0
XD-112,Story,5,Done,Update XD to Use SI 3.0.0.M2,null,1,4,2,1,0,Mark Fisher,Gary Russell,Gary Russell,1,0,0,0,0,0,0,0
XD-115,Story,5,Done,add SpEL 'transform' processor,It should provide an 'expression' param for SpEL and have a default pass-thru of the payload.,1,4,1,1,0,Mark Fisher,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
XD-116,Story,5,Done,add SpEL 'filter' processor,It should provide an 'expression' param for SpEL and have a default value of true (accept everything).,1,4,1,1,0,Mark Fisher,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
XD-117,Story,5,Done,add spring-integration-groovy to container dependencies,This will enable the use of groovy scripts within modules.,1,4,1,1,0,Mark Fisher,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
XD-118,Story,5,Done,replace testsource with time and testsink with log,This should facilitate testing while avoiding any class dependencies. Also log is a generally useful sink by itself and time is a more interesting source for testing (should accept --interval for the seconds between time messages).,1,4,1,1,0,Mark Fisher,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
XD-135,Story,6,Done,Documentation on XD Architecture,Show overall flow of data in a stream the server components 'admin' and 'container'.  How modules are deployed.,4,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-126,Story,6,Done,Documentation for sources sinks modules should define which attributes are required and which optional,This will eventually be supplied by the admin server but for now write it up by hand in the documentation,2,4,2,1,0,Eric Bottard,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-106,Story,6,Done,Container server does not log a message that it has started or stopped successfully,$ ./xd-container processing module 'Module [name=file type=sink]' from group 'tailtest' with index: 1processing module 'Module [name=tail type=source]' from group 'tailtest' with index: 0Logging of 'processing module' should have log level time..,1,4,2,1,0,Gunnar Hillert,Mark Pollack,Mark Pollack,1,0,1,0,0,0,0,0
XD-87,Story,6,Done,Documentation that introduces taps,Put on the guide as a section in an 'input-stream' wiki page.,3,4,2,1,0,Luke Taylor,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-161,Story,6,Done,Add HTTP Delete Stream Operation,null,5,4,1,1,0,Gary Russell,Gary Russell,Gary Russell,0,0,0,0,0,0,0,0
XD-143,Story,6,Done,Create externalized property file to support connectivity to redis,We need to have an externalized property file(under xd/conf/) for the xd-container & admin scripts to use as options. ,3,4,1,1,0,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,1,0,0,0,0,0,0,0
XD-155,Story,6,Done,Add a groovy script processor module,A processor module that accepts either the location of a groovy script resource or an inline script (string). Also some discussion about a default classpath location for scripts. ,5,4,4,1,0,Jennifer Hickey,David Turanski,David Turanski,4,0,0,0,0,0,0,0
XD-89,Story,6,Done,Documentation for gauge taps,Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,Luke Taylor,Mark Pollack,Mark Pollack,3,0,0,0,0,0,0,0
XD-138,Story,6,Done,Prepare blog post for M1,null,5,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-137,Story,6,Done,Release Spring XD 1.0 M1,null,5,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-107,Story,6,Done,Clean shutdown of redis in xd-admin,A ctrl-c of xd-admin results in exception messages about disconnecting from redis.14:16:07327 ERROR task-scheduler-1 handler.LoggingHandler:136 - org.springframework.data.redis.RedisSystemException: Redis command interrupted; nested exception is com.lambdaworks.redis.RedisCommandInterruptedException: Command interrupted,2,4,3,1,0,Jennifer Hickey,Mark Pollack,Mark Pollack,4,0,1,0,0,0,0,0
XD-124,Story,6,Done,Clean shutdown of redis in xd-container,Need to shutdown cleanly no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation),2,4,2,1,0,Jennifer Hickey,Mark Pollack,Mark Pollack,1,0,1,0,0,0,0,0
XD-81,Story,6,Done,"Documentation for ""syslog | file"" processing",Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,Gary Russell,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-90,Story,6,Done,Documentation for rich gauge taps,Put on the guide as a section in an 'input-stream' wiki page.,3,4,1,1,0,David Turanski,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-130,Story,6,Done,Remove container entry in Redis when the application context event to shutdown the container is fired,null,3,4,2,1,0,Jennifer Hickey,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-129,Story,6,Done,Documenation for building/starting redis servers,null,2,4,1,1,0,Gunnar Hillert,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-120,Story,6,Done,Find and eliminate package-level cycles across XD projects,null,3,4,2,1,0,Gunnar Hillert,Mark Fisher,Mark Fisher,2,0,0,0,0,0,0,0
XD-133,Story,6,Done,Fail Sonar CI build if there are any package tangles violated.,Similar to what would show up on structure101 reports.,1,4,2,1,0,Gunnar Hillert,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-110,Story,6,Done,Remove use of system property xd.home to define location for install location rely on environment variable XD_HOME,This is in the AdminMain and ContainerMain.  Can get the environment property directly in java code unless provided explicitly on the command line using --xdHomeDir.,1,4,3,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-125,Story,6,Done,Stream documentation review,null,2,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-123,Bug,6,Done,XD scripts lib path needs to be dynamic,We currently have the manually created XD scripts. This makes it difficult to maintain as the lib path is error prone with the changes. We need to make sure that the properties such as lib path etc. are dynamically updated.,3,4,2,1,0,Winston Koh,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,1,0,0,0,0,0,0,0
XD-136,Story,6,Done,Documentation that points on how to install hadoop,Pointers to other documentation on how to install hadoop. ,3,4,1,1,0,Luke Taylor,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-131,Story,6,Done,Upgrade Lettuce to 2.3.2,null,2,4,1,1,0,Jennifer Hickey,Jennifer Hickey,Jennifer Hickey,0,0,0,0,0,0,0,0
XD-128,Story,6,Done,Create TCP sink module,Based off SI tcp inbound adapter.  This will allow for event fowarding.,3,4,1,1,0,Gary Russell,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-127,Story,6,Done,Create TCP source module,Based off SI tcp inbound adapter.  This will allow for event forwarding that can select among the existing SI serialized/deserializer options.,3,4,1,1,0,Gary Russell,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-139,Story,6,Done,Update README.txt to include instructions on how to build,Building XD should not be part of the out first out of the box experience but we should include some instructions on what targets are available such as distXD.,2,4,2,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-134,Story,6,Done,Investigate link checking tool for user guide,Asciidoc/doctor might have one as part of it toolchain,2,4,1,1,0,Luke Taylor,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-58,Bug,6,Done,build.gradle doesn't handle a small handful of libraries,Trying to build spring-xd for the first resulted in lots of errors inside STS (I had an empty .m2 repo).,1,4,2,1,0,Mark Pollack,Greg Turnquist,Greg Turnquist,1,0,0,0,0,0,0,0
XD-140,Story,6,Done,Parameterize syslog Source; Add Support for TCP,The syslog source currently is hard-coded to use udp on port 11111.Need to parameterize the port and provide an option to use TCP.,2,4,1,1,0,Gary Russell,Gary Russell,Gary Russell,0,0,0,0,0,0,0,0
XD-149,Story,6,Done,Create asciidoc toolchain script to create a 'toc2' style html output,Publishing an html version of the guide that uses the 'toc2' style format table of contents on the left.Looks like a 'stylesheet factory' http://asciidoctor.org/docs/produce-custom-themes-using-asciidoctor-stylesheet-factory/  needs to be installed.From the theme showcase http://themes.asciidoctor.org/preview/ the 'golo' theme has a toc2 style.In the root of the git repo for the wiki is a build.gradle file that uses the asciidoctor gradle plugin but it doesn't support using a single file with import as input. (See See https://github.com/asciidoctor/asciidoctor-gradle-plugin/issues/15 )The mvn plugin does support this so maybe using mvn is an option or just a bash script.,4,4,2,1,0,Jennifer Hickey,Mark Pollack,Mark Pollack,2,0,0,0,0,0,0,0
XD-152,Story,6,Done,Create rich gauge module,Spring config for rich gauge plus message handler to coerce a numeric or string payload to a double.,5,4,1,1,0,David Turanski,David Turanski,David Turanski,0,0,0,0,0,0,0,0
XD-153,Story,6,Done,create a gauge module,Spring config for simple gauge plus message handler to process message. There is some code common to RichGaugeHandler to coerce the payload to a double that should be refactored for reuse.,5,4,1,1,0,Luke Taylor,David Turanski,David Turanski,1,0,0,0,0,0,0,0
